Date ,Company,Category,Aircraft,Location,Description,
8/25/15,Filmed Imagination Inc,Photo/Film,DJI Phantom 2,CA,Aerial photography.,
8/25/15,Alternatives Renewable Solutions LLC,"Construction, Utilities/Energy/Infrastructure","DJI Phantom 2 Vision Plus, Walkera Tali H50",DC,"Public safety inspections and photography of properties, bridges, and construction sites.",
8/25/15,NAYLOR SOLUTIONS INC,"Real Estate, Photo/Film",DJI Inspire 1,TX,Aerial videography and photography.,
8/25/15,NC CERT INC,Emergency Services,"VK UAS Multirotor (VTOL), VikingUAS Viking ONE, VikingUAS VK Patriot X4, VikingUAS VK Patriot X8, VikingUAS VK X6 Model 800, VK - Ranger EX",NC,Aerial search and rescue operations.,
8/25/15,Michael J Cavalere,"Construction, Photo/Film",DJI Phantom 3,FL,"Aerial imaging, surveying, and mapping.",
8/25/15,Christopher Teren,Real Estate,"DJI Phantom 1, DJI Phantom 2, DJI Phantom 3",WA,Real estate aerial imaging and video production.,
8/25/15,Planet Inhouse Inc,"Photo/Film, Agriculture, Real Estate, Emergency Services","DJI Inspire 1, DJI S800 EVO, DJI Phantom 2",FL,"Aerial photography, aerial videography, precision agriculture, real estate, exterior structure inspections, UAS training1, and volunteer search and rescue missions.",
8/25/15,Ernest Conover dba Down to Earth Aerial Videography,"Real Estate, Insurance",DJI Phantom 2 Vision +,NY,"Aerial photography, videography, mapping, and surveying for real estate, advertising, marketing, and insurance purposes.",
8/25/15,John Rowe dba Clear Lens Media,"Real Estate, Construction","DJI Inspire 1, 3D Robotics Solo",CA,Aerial imaging and inspections for real estate and construction.,
8/25/15,Jonathan Doud,Photo/Film,Flight Test Dragonfly,OR,Aerial photography.,
8/25/15,"AGERpoint, Inc",Agriculture,"FOV Skyhunter 1.8, AGERpoint Penguin B",FL,"Data collection operations which will be used for early stage disease detection, crop inventory, and mapping.",
8/25/15,Pacific Gas and Electric Company,Utilities/Energy/Infrastructure,"Aeryon SkyRanger, Aeryon Scott, Altavian Nova F6500, PJ UAS CarbonCore Cortex, InspecTools X-8",CA,"Aerial surveys, inspections, and patrols of Pacific Gas and Electric Company facilities.",
8/25/15,"MechaniKids, LLC dba RedRaptor","Photo/Film, Education","DJI Phantom 2, DJI Phantom 2 Vision+, DJI Phantom 3, DJI S900, DJI S1000, DJI Inspire",FL,"DJI Phantom 2, DJI Phantom 2 Vision, DJI Phantom 2 Vision+, DJI Inspire, DJI S1000, DJI S900, DJI Flamewheel 550, eBee AG, 3DRobotics IRIS+, RF-70, DJI Phantom 3 Professional, DJI Phantom 3 Advanced.",
8/25/15,Porche Aerial Imagery,"Construction, Photo/Film",DJI Inspire 1,LA,"Monitor progress on major construction sites, review future construction sites for consideration, obtain videography of events, and even obtain aerial photographs of their new building.",
8/25/15,Star View Aerial,Real Estate,"DJI Inspire 1, DJI Phantom 3",CA,"Aerial videography, cinematography, and photography to augment real estate listing videos.",
8/25/15,Donald Lee,"Real Estate, Insurance","DJI Phantom 2, DJI Inspire",WA,"Aerial photography and videography for real estate listings, insurance property claims, and marketing.",
8/25/15,Neil B. Sulish,Utilities/Energy/Infrastructure,"DJI Phantom 3 Professional, DJI Inspire 1",NJ,Use of small unmanned aerial systems on land controlled by clients of mine to assist in the safe evaluation of infrastructure and operations for my future clients.,
8/25/15,"Modern Technology Solutions, Inc.","Utilities/Energy/Infrastructure, Agriculture",C-Astral Aerospace BRAMOR rTK,VA,"High precision aerial photogrammetry across agriculture, ranching, landscape, mining and infrastructure.",
8/26/15,Filmed Imagination,Photo/Film,DJI Phantom 2,CA,Aerial photography.,
8/26/15,Blue Skies Ahead Inc,"Photo/Film, Emergency Services",DJI Phantom 3 Advanced,FL,"Photography, videography, inspections, appraisals, marketing, and search and rescue operations.",
8/26/15,SkyVue Technologies LLC,"Photo/Film, Real Estate, Construction, Agriculture","DJI Phantom 2 Vision+, DJI Phantom 3, DJI Inspire 1",VA,"Aerial photography and survey, fine art and real estate photography, agricultural and construction monitoring, and UAS operator training1 .",
8/26/15,Matt Shelton,Real Estate,DJI Phantom 2,TN,Aerial photography for real estate property.,
8/26/15,Flight AV Inc,Photo/Film,xFold Cinema Heavy Lifter,IL,Aerial videography and photography services,
8/26/15,Patrick C Randall,"Photo/Film, Construction, Real Estate","DJI Phantom 3 Vision+, DJI Inspire 1",CA,"Aerial survey, commercial photography, management of construction progress, site health and safety plan inspections, insure implementation of environmental controls such as storm water discharge requirements and pollution prevention mitigation, and inspections of commercial real estate.",
8/26/15,Andres Penso,Photo/Film,DJI Inspire 1,VA,"Photography, videography, and cinematography.",
8/26/15,Gregory B. Mays,Real Estate,"DJI Phantom 2 Vision, DJI Inspire 1",VA,Aerial photographs of residential real estate.,
8/26/15,Nate Wyeth,"Photo/Film, Real Estate, Construction",DJI Phantom 3,OR,"Video and photography of construction sites, real estate, and landscape.",
8/26/15,Mark D Dieckmann,"Photo/Film, Real Estate",DJI Phantom 2 Vision+,TX,"Aerial photography, cinematography, videography, inspections and other flight operations.",
8/26/15,OffTheGround,"Construction, Real Estate",DJI Phantom 2 Vision+,AZ,"Site documentation and videography of developed and undeveloped commercial property for developers, brokers, architects and construction professionals.",
8/26/15,Matthew Robert Pearce,Photo/Film,"DJI Inspire 1, Yuneeq Q500 Typhoon",FL,Aerial data collection and other flight operations.,
8/26/15,Peter Sachs Esq,Photo/Film,Tailor Toys PowerUp 3.0,CT,Photography and videography.,
8/26/15,AirGon LLC,"Utilities/Energy/Infrastructure, Construction",AV-900,AL,"Aerial imaging of mining, quarry, and construction operations.",
8/26/15,Jesse Slesar,Photo/Film,"DJI Phantom 2, Syndrone",WA,"Aerial imaging, photography, and videography.",
8/26/15,Flightline Geographics LLC,"Agriculture, Insurance, Construction, Government Contracting, Utilities/Energy/Infrastructure",RQ-265,TX,"Aerial mapping, GIS, data collection, aerial imaging, and damage assessment.",
8/26/15,MotoMon Corporation,"Government Contracting, Emergency Services",Hubsan H109S,FL,"Aerial acquisitions and research throughout areas of the United States, in support of government entities, private investigations, court appointed investigations, evidentiary video and photographs of crime scenes, and crime scene direction mapping.",
8/26/15,Tonon USA,"Utilities/Energy/Infrastructure, Construction",CineCopter II,TX,"Consulting in the areas of civil and mining engineering, including rock mass characterization, precision photogrammetric models for rock mass characterization and monitoring, underground engineering, and laboratory rock testing.",
8/26/15,SkyNet Aerial Media LLC,Photo/Film,"DJI Phantom 3, Vulcan BW950",FL,Aerial photography.,
8/26/15,Woods Hole Oceanographic Institution,Scientific Studies,"APH-J22, Mariner, DJI Phantom 2 Vision +",MA,"Oceanography, limnology, and environmental science.",
8/26/15,Digital GIS LLC,Photo/Film,"3D Robotics Solo, Sensefly eBee",FL,"Aerial surveying, photography, cinematography, and inspections.",
8/26/15,Colorado Aerial Imaging LLC,"Emergency Services, Utilities/Energy/Infrastructure","DJI Flame Wheel F450, DJI Phantom 2 Vision+, Quanum 680 UC Pro Hex-Copter",CO,"Aerial photography, videography, and surveying for utility, fire, search and rescue, and law enforcement.",
8/26/15,Remote Control Video Productions LLC,Photo/Film,"DJI Inspire 1, DJI S1000+",TX,"Aerial photography, videography, and cinematography",
8/26/15,Gary Buzel,"Photo/Film, Emergency Services",DJI Inspire 1,CA,"Aerial photography, videography, and search and rescue operations.",
8/27/15,"Force 4 Photography, LLC","Photo/Film, Education, Emergency Services","DJI Phantom 2 Vision+, DJI Phantom 3 Professional, DJI Inspire 1",MA,"Photography, videography, inspections, education, and search and rescue operations.",
8/27/15,"Revolution UAS, LLC","Construction, Agriculture, Utilities/Energy/Infrastructure, Emergency Services, Real Estate",DJI S900,AZ,"Commercial use of UAS to perform aerial data gathering in support of the following industries: Construction site photography and mapping, precision agriculture, pipeline/power line transmission/distribution towers, tower inspection, manmade/natural disaster damage assessment, support to first responders, security, construction, research, wildlife and wildfire monitoring, real estate, local infrastructure such as bridges, surveying, scientific studies, insurance functions, training, mining and UAS research and development. All of these activities are critical to the well-being of the general public.",
8/27/15,"Raven Executive & Security Services, Inc","Utilities/Energy/Infrastructure, Agriculture, Insurance","DJI Phantom 2 Vision +, DJI Inspire 1, DJI S1000",MI,"Inspections of vertically developed structures, energy pipelines, right of ways, aerial survey and photography in support of agricultural operations (including crop monitoring and inspection), surveying and civil engineering services, as well as the insurance and finance industries",
8/27/15,"OxySure Systems, Inc.",Emergency Services,"DJI Inspire 1, DJI Phantom 2, DJI Phantom 2 Vision, DJI S900, DJI S1000+",TX,"Aerial imagery, recovery, search and rescue, and humanitarian relief efforts.",
8/27/15,UAS Maui,"Education, Photo/Film, Emergency Services","DJI Phantom II, Cheerson CX20, Yuneec Q500",HI,"Flight instruction, aerial photography/video, aerial survey and site mapping.",
8/27/15,"AirGo Media, LLC","Photo/Film, Agriculture","DJI Inspire 1, DJI S900",OH,"Photography, cinematography, videography, mapping, crop surveying, and inspections.",
8/27/15,Skycam Media,Photo/Film,"DT C8S1300mm Octocopter, Sky Hero Spyder 6 1000mm Hex, SkyCam Frame 4 1000mm Quad, DJI Inspire 1, DJI Phantom 3 professional",TX,Aerial photography and closed-set filmmaking.,
8/27/15,"Modovolate Aviation, LLC",Photo/Film,"DJI Phantom 3, DJI Inspire, Cinestar 8 HL, 3DRobotics IRIS+, FreeFly ALTA",IL,A significant part of the Petitioner‰Ûªs activities involve capturing and disseminating visual representations of newsworthy events.,
8/27/15,"SkyNet Aerial Media, LLC",Photo/Film,"Vulcan UAV, SkyHero",FL,Photography and closed-set motion picture and television filming.,
8/27/15,Green Bee LLC,"Utilities/Energy/Infrastructure, Photo/Film, Agriculture, Conservation, Construction","DJI Phantom, DJI Matrix",CO,"Flare stack inspection, Utility-power generation system inspections and patrolling, Pipeline inspection and patrolling, Filmmaking, cinematography, and videography, Precision agriculture, Wildlife and forestry monitoring, Aerial surveying, Construction site inspection and monitoring, and Public Entity Support Operations.",
8/27/15,RC Aztec Enterpriese Inc,"Agriculture, Utilities/Energy/Infrastructure, Conservation, Construction, Real Estate","DJI Phantom 2 Vision Plus, DJI Inspire 1, DJI S- 900, RF- 70",IL,"Precision agriculture aerial surveying, Pipeline inspection and patrolling, Utility-power generation system inspections and patrolling, Communications infrastructure inspection/monitoring, Wildlife and forestry monitoring, Construction site inspection and monitoring, Public entity support operations, Real estate photography.",
8/27/15,Monar Aero,"Manufacturer, Photo/Film","Monar Aero X8, Monar Aero V4",IL,"Closed-set filming of motion pictures, music videos, web videos, corporate videos, television programs and commercials, and still photography.",
8/28/15,Allied Drones,"Utilities/Energy/Infrastructure, Manufacturer",Allied Drones HV 44 tethered unmanned aircraft system,CA,"Aerial infrastructure inspections and surveys for the bridge, tower, and building construction and maintenance industries",
8/28/15,Measure,Other,300+ Models,DC,Aerial data acquisition.,
8/28/15,NewFields Knowledge Management,Utilities/Energy/Infrastructure,SenseFly eBee,CO,"Aerial surveys of industrial facilities, agricultural facilities and energy infrastructure, including mining operations, smelting operations, Superfund sites, pipelines, solar energy plants and electrical utilities.",
